,review,Country,vadar compound,sentiment
2752,i love my new apple macbook air  it s has a new operating system that i am getting used to  the machine itself is wonderful it reminds me of my g  and pro power tower the great grandfather and parent of my new macbook air  as soon as i get ps i will be dancing with my new toy and being creative again  my macbook air arrived in great condition and ready to go  i have been an apple girl for many years and love their products  thank you so much ,US,0.9821,positive
2753,this is one of the best purchases i have ever made  i truly love it  and believe it is the best air ever made  no plans to upgrade anytime sumer  truly revolutionary in the laptop genre  cheers apple ,US,0.9652,positive
2754,pros  i love the new m  processor  i had an i  macbook air before this one that was fast  this one is to me compares to the i  for speed cons  i don t like that you have to buy an adapter to have a usb or to use my camera sd card  plus they took away the magnetic cord you charge with now it is just a plug in like the macbook pro  being a computer tech i see problems in the future with it being a plug  they always seem to loosen up as the years go on  other than that i love it ,US,0.8934,positive
2755,not much to say  excellent product overall  no cons except lack of ports  all day  battery life  excellent screen  keyboard is good as well  i have the   gb ram version but haven t seen any lag due to it  use it often to run demanding simulations and it has not disappointed me so far i was little concerned with the m  chip and compatibility  however  x      runs well enough  though cpu ram usage is a bit higher  dropbox  for example   if you are using native versions  its far better than any x      mobile cpus on market ,US,0.853,positive
2756,we own a macbook pro but needed a second laptop to keep the marriage from going off the tracks   bought the macbook air and are very pleased   it s lighter than our pro  has similar performance  is a bit lighter and cheaper   the only negative is that its two usbc ports are on one side  makes it trickier to keep it plugged in our seating situation   probably not an issue for most   oh  the battery life seems better than the pro   definitely recommend it ,US,0.8334,positive
2757,its cool  running zwift just fine after downloading rosetta  i push through an older    p projector and i have the apple adapter for hdmi  non  k   and its crisp enough for me at this point  opted for the rose gold and it really added a special tone to the notebook  im happy with it self updating too  the fingerprint button is a big easy too  i think i ll keep it ,US,0.9132,positive
2758,this product is not cheap  it s not something that you normally could just drop loads of money on    good job if you can take students perspective  not much to my name and obviously in desperate need of something that can at least operate  sure you can opt for something cheaper if you want something that just  works   however  if you want something that can get the job done  is reliable  absolutely beautiful  and long lasting that can beat any other laptop out of the park with the m  processor    i d suggest you get this laptop now stop thinking about it honestly  just do it  two days ago i was sitting here debating for so long if i should even go for it finally somehow having the funds  regretting doing so even after placing my order  all that went away when i held this near magical product in my hands for the first time  you will never have to buy another laptop again for a long time if you simply take care of it  it s going to take me a long way into my education    as will it you and what you chose to use it for happy m  ing be productive ,US,0.9117,positive
2759,not much to say here that s different from what s been said elsewhere  build quality on point per usual with apple  feels as slick as ever  no problems thus far about app compatibility with the m  chip  as with almost all apple products  you can purchase with your eyes closed ,US,-0.5994,negative
2760,this is a phenomenal laptop and not just at its price point  the m  chip is snappy and fast  the battery life is amazing and the screen quality is excellent  all of that is bundled in a thin  light and quiet  fan less  form factor  i d highly recommend this macbook air unless you want to run high intensity games  they just aren t native to mac os and won t run as well as they will on windows  ,US,0.9565,positive
2761,this purchase for me was an upgrade from a old macbook pro i ve been using for over   years got a refurbished macbook pro      for christmas   years ago so i when i saw the      macbook air new not refurbished for     bucks i jumped on it and i m glad i did because it s a great macbook fast efficient i edit videos for youtube everyday and this macbook does it way faster than my old slow macbook pro so i m very happy a must buy for sure,US,0.9475,positive
2762,i m not really a mac user  but i heard a lot of good stuffs on youtube about m  macbook air and want to give it a try  guess what  i don t think any windows laptop around this price range can beat this m  macbook air  no fan  so it is quiet yet there is almost no heat  battery life is insanely good  if you are looking for everyday laptop around          bucks  this is it  highly recommended  however  if you play games alot  especially windows games   then this is a no go ,US,0.8569,positive
2763,love everything about my new computer except the bezelless screen compared to my older macbook air   on old macbook air you could adjust screen angel by grabbing the metal around the screen with out touching screen  now with no bezel i leave fingerprints all along outer edge of screen  this is a minor inconveinence compared to the battery life and m  processor that walks circles around      macbook air ,US,0.4215,positive
2764,product was broken,US,-0.4767,negative
2765,winner winner apple dinner   it is a gem   software setup cumbersome but once done   it kicks assthe trackpad lil stiff on clicking to select   guess breaking in will solve it   rosetta   had to be installed  so it can run intel based apps  if you get pop up    install it   had me goingbut for the money  it is fast  and installed new update   loads of preinstalled goodies   apple got this one right   the webcam they should have splurged on   they couponed out   but good enough    rd party apps will fix,US,0.9246,positive
2766,so my thoughts are on the m  air version and i must say its a great machine for the price it s my first apple device as i m a pc gamer but i had to have this because of the arm chipset being that it surpasses a lot of x   chipsets it s very impressive the battery life is by far the most impressive thing about it   nothing at the moment beats the battery life it s great it has a great ips display as well looks very vivid and sharp,US,0.9822,positive
2767,upon receiving my new mac  which i waited days for  i questioned the condition of the box   apple has very nice packaging but this looked beat up and worn   i did need to call technical support for something and found out by providing the serial number that my  new  mac air was already out of the    day warranty   i received a used computer   with the price i paid  this kinda makes my blood boil  this one is going back and i will get a new one in return ,US,0.4672,positive
2768,nice price bt pack had toxic black mold  not returning bc i couldn t smell anything on the hardware itself and i have stuff that needs to get done  advise looking somewhere other than amazon   if it looks too good to be true  it probably is  very disappointed ,US,0.701,positive
2769,i m a pc guy  not a apple fanboy  credit where is deserved though  apple does make nice if overpriced devices  it definitely has the best screen of any laptop i ve bought  the m  battery life and performance is quite impressive for a laptop for this size and price  keyboard is good too  points deducted for apple pulling it s usual crap     only   gigs of ram and     of storage  lack of ports too ,US,0.8781,positive
2770,what a great improvement over my old macbook pro  this is my third such computer  it keeps me in touch with the world and amazon  what bugs me is the razzle dazzle passwords i must come up with to access other sites which is why i use amazon almost exclusively there are so many goodies on this one that i will probably use only a few  though it is made for the new generation of users  great product  thanks applel,US,0.9477,positive
2771,i appreciate that the price was discounted for a great value   the package was secure and well packaged  which was very important  given that this was delivered via mail   no cracks on the screen   the processing speed is quick  which is extremely helpful   i appreciate there were instructions  in a small pamphlet  that explained how to transfer everything from your previous macbook to this macbook   a seamless transition is vital and means less frustration   this macbook air is very user friendly  especially visually   as someone who wears glasses  i appreciate the option to make the pointer larger  the ability to have more contrast  etc     that the user manual automatically pops up and walks you through enhancements and new features makes this even more user friendly ,US,0.9816,positive
2772,my first time macbook experience  there are many things to learn  my iphone and ipad  experiences helps  that is the apple system  its shares so many apps  functionalities  the  m  chip is amazing  laptop never got warm and i use it for three or four days without charging i have migrated many window office documents to mac  am still learning so far i m impressed with the new mac air  quality is top notch,US,0.9024,positive
2773,i needed to replace my      macbook air since it was getting slow and i m running low on storage   it was an improvement but is not perfect   price wise it is an excellent buy and a lot cheaper than other apple offerings   i was pleasantly surprised how easy it is to transfer data and applications using time machine with apple migration assistant   the display is outstanding  what i don t like is the lack of ports and no magsafe connection for power   and i prefer catalina over big sur but maybe i ll get used to it   also if you plan on keeping it for more than a couple of years and take a lot of pictures or movies     gb is not enough memory   get at least     ,US,0.9263,positive
2774,first venture into mac  laptop has some heft to it with a nice aluminum chassis  screen is sharp  very bright and responsive  keyboard is on par with other laptops i use daily  lenovo   blows standard laptops out of the water with battery life ,US,0.8297,positive
2775,this computer was not able to be set up and had an inherent problem  we had to send back for full refund ,US,-0.4019,negative
2776,this is my  th mac laptop  the earlier ones were all macbook pros   i was reticent about getting an air  but with the m  chip  this thing is a superb replacement   so small   light  yet speedy   only drawback is the fixed  gb ram complement   i take care not to send the thing into swap  suspending old browser tabs is essential ,US,0.899,positive
2777,i got this for school after my hp computer s battery stopped working  it s really great for the price  the screen resolution is really nice and the touch id is a good add on  i really wish apple would make touch screen macbooks but they probably never will  it also doesn t have a usb port which is kind of weird  learning the controls takes some time but overall a great computer ,US,0.8966,positive
2778,worst computer i ve used  screen dead after one month  battery isn t lasting long  freezes and input output very slow ,US,-0.8591,negative
2779,love my new macbook air   light  sleek  long lasting battery  plug   play  surprised it does not have regular usb ports  but ordered   pack of usb to usb c adapters for      love all my apple products from their packaging to their long lasting durability and fantastic performance technology ,US,0.9473,positive
2780,i ve wanted a macbook for the longest time  and amazon surprised me having the cheapest option for buying this one  so i finally took the plunge  i m upgrading from a very tired hp  never having experience with macbook before  i m in love with it  it s awesome how much you can personalize this little laptop  lighting fast  too  getting to know the touch pad and all the little features is mind boggling in the best way ,US,0.9171,positive
2781,i m giving this a   star because the laptop is perfect for what it is and the seller was great  however i watched multiple youtube videos glorifying the m  chip as being fast enough that  gb could handle a ton of open applications  i need a bunch of tabs open for my work  use canva constantly  and occasionally need to open photoshop too so i needed to return this and buy   gb  but that s my fault and the youtube reviews faults  not the laptop  battery life is amaaaazing though ,US,-0.2263,negative
2782,muy buen producto y calidad  excelente pantalla  funciona perfecto el lector t ctil  r pida al abrir pantalla entre muchas otras cualidades  recomendaciones  comprar un buen protector de la computadora  comprarle un multi conector de    en   y que trabaje por los   puertos usb c para distribuir la carga y flujo de trabajo  adicionalmente si su cartera aguanta comprar la version de   gb de ram  hice pruebas de carga navegaci n  abrir y cerrar videos de instagram como   veces seguidas y me aparec a en pantalla que la carga de la pagina navegada consum a muchos recursos ,US,0.3182,positive
2783,this is my first laptop my other mac was a      desktop  so it has taken me a while to get used to it but i love it  it is light where i can take it from room to room  i do puzzles online and it took some time to figure how to make the screen just a little bigger but i am pleased with it  it is very fast andthe battery lasts quite a while i haven t had an issue with it  overall am very pleased with it ,US,0.9382,positive
2784,like any laptop this laptop has its little quirks but overall this is one of the best laptops to purchase  i don t know if this is touchscreen but its not that big of a deal for a person like me   the picture  video quality is great to look at and is very clear but the photo booth camera kinda sucks which is a little disappointing   other than these little things the laptop is  pretty fast and  has all the essential app to create  ,US,0.9704,positive
2785,i love my mac  works perfectly  very fast and the battery life is sooo long   i use it every day for more than half the day and i only have to charge it about   or twice a week  i really recommend   the touch id is awesome too ,US,0.9459,positive
2786,must have gotten a damaged unit  trouble connecting to wifi  arrows had to be punched several times to work  netflix  error  codes came up during streaming  stopping viewing until dealt with  got an ipad pro  which is wonderful   amazon great about return and refund  thanks  amazon  william b ,US,0.6369,positive
2787,i cant image how come apple will put such a low resolution camera on a      laptop  i bought it mainly for zoom meeting but it s not to my expectation  so i returned it,US,-0.1406,negative
2788,this is my first apple laptop and i love it   it is so quick and easy to use   there is a learning curve but luckily i have my kids ,US,0.8455,positive
2789,i purchased a new version and i was sent a refurbished one i found that it was refurbished when i tried adding apps to the laptop a pop up came on the screen stating certain apps are not compatible with jail broken laptops ,US,-0.25,negative
2790,had more than enough of ipad updates   nothing worked right anymore   got this macbook air m  as a replacement and glad i did ,US,0.4588,positive
2791,my first apple product  so far finding it difficult to set up  no instructions  not intuitive at all  all my android were much easier to use right out of the box  still trying to figure out how to load a program  grrr,US,-0.3182,negative
2792,this is my first apple computer and i love it   just be aware that this macbook air doesn t natively support two external monitors   all you need to do however  is buy thehyperdrive dual  k hdmi    in   usb c hub directly from hyperdrive to resolve this issue ,US,0.8591,positive
2793,what s not to like  it s a great apple product  bought to replace a      macbook pro that worked flawlessly right up until it was destroyed in an accident  setting it up and getting on with my life was pretty seamless  as it has been on every apple product i ve ever upgraded  i m enjoying the increased speed and more up to date features as a bonus   especially longer battery life ,US,0.8654,positive
2794,i love this laptop it s very light it s very thin the screen is a great size not too big not too small the battery life is great mine did not come with the touchscreen but i really don t have a need for it the keyboard is perfectly fine i highly recommend this laptop i can t say anything bad about it would buy it again,US,0.9279,positive
2795,i got this device to last me another    years  will need to have purchased a connector for separate storage devices for standard usb connectors and camera disks  like the size and portability  keyboard and touch pad are fine as this was a concern prior to purchase ,US,0.5106,positive
2796,i switched from a  windows  user of    years to this my first apple so i m still getting used to it   i am impressed with the function and features   i have connected a    inch monitor so i use two monitors   i ve attached a usb hub so i can access some of my usb devices from my other pc ,US,0.4767,positive
2797,this costs twice as much as a dell or lenovo computer   and it s screen is smaller than my ipad   the     is a diagonal measurement   rofl    ,US,0.5719,positive
2798,this is my first macbook and i like it for the price  but touchbar isa bit weird  as i find out this is not fault apple just have this kind of touchbars  i had acer predator helios     before this and it has much better toucbar  much comfortable in every aspect ,US,0.8976,positive
2799,such a high quality and well built piece of computing equipment  the m  processor is a huge leap forward ,US,0.5267,positive
2800,honestly this laptop is garbage     i had a macbookpro from      that was almost neck on photoshop and illustrator being almost    years old   like cumoon     oh and u have to buy a dam dongle because it only comes with   usbc connections and u know dam welll one is for charging     also if u dont have another mac dont eveer open disk utility because u need a secoond one if u erase ur hardrive,US,0.6412,positive
2801,i have own a apple ipad and now this  it is everything i could ask for in a laptop i have own several other laptops made by different manufacturers and everyone failed me  this is far better and very easy to setup i had no problems setting it up at all  very pleased and would highly recommend this to anyone looking for a fast and powerful laptop ,US,0.7703,positive
2802,yo compr  esta computadora porque mi antigua laptop ten a seis a os y me estaba causando muchas dificultades en mi trabajo y con mis clases  entran en zoom era un problema y con est  computadora no me ha pasado  es la primera vez que tengo una mac y aunque al principio me cost  un poco acostumbrarme al sistema de apple  pero la rapidez y duraci n de la bateria valen la pena  es muy f cil trabajar con esta computadora  mientras que con la otra pod a esperar hasta una hora para que terminara de cargar un programa  la recomiendo ,US,0.0516,positive
2803,great battery charge length   i haven t tested it such that i could report numbers  but clearly much much better than my previous      powerbook screen very good the m  processor is fast  but as expected didn t work on a few peripheral  for me  software types  however  these include idvd and microsoft messenger  but then again there may be upgrades available that i feel no compelling reason to pursue ,US,0.9299,positive
2804,smaller form than the macbook air it replaced but screen size was the same  lighter  too  the rose gold is beautiful and the computer works incredibly well and is lightning fast  migration assistant made data transfer from old to new a piece of cake  absolutely love it ,US,0.9492,positive
2805,bought this for my mom  she wanted to use a mouse  i gave her one of my old mouse  where is the usb port     more dollars for an addon for usb ports       camera still on a      product come one everything else is great  wow  woah,US,0.836,positive
2806,product came activation locked  amazon has no idea what they re doing  now i have to return a brick i m sure the laptop is nice though  i ve used one elsewhere,US,0.5574,positive
2807,this is the first mac i have owned  i ll never go back to pc s   very fast and super easy to use  it works with all my apple electronics  i haven t played any games on it yet so i couldn t give it any stars yet  also it has stars for touch screen which this model doesn t have  it has the touch id ,US,0.8578,positive
2808,i love my macbook  battery is so good  camera isn t amazing but it s pretty good  but you have to remember   this is a laptop  prefect for zoom   so as long as your not taking your macbook on a photo shoot  camera quality is great  screen is small  but it s fine  lighter than a feather ,US,0.9703,positive
2809,neither me or my brilliant techie friends could make it even to the third screen of demands without becoming locked out   back to pcs  ,US,0.7845,positive
2810,best investment i could have made for my business  i m still adjusting to apple computers  as i m transitioning out technology from windows  but this computer has cut my time for work  and photography projects  down so much  tasks that used to take me   hours  only take   now    ,US,-0.0129,negative
2811,this expensive laptop has no cd drive or usb drive  what the heck  what a dumb expensive computer  even my ten year old laptops are better than this ,US,-0.3818,negative
2812,i ve only had it a few weeks  but i love it  i had an old one that couldn t be updated  so this is a great replacement  the sound quality is excellent ,US,0.9633,positive
2813,the media could not be loaded                          without any additional word i d say that mba m  is the best      device with phenomenal battery life,US,0.6369,positive
2814,never owned a mac and now never going back to windows   so smooth and fast with phenomenal battery life up to    hours  great screen as well with backlit keyboard  easy to transfer files from windows   this is money well spent replacing a    years old slow heavy hp laptop ,US,0.8807,positive
2815,this is the second macbook i ve owned  the first one lasted    years  apple makes a quality product  the macbook air is lightweight  responsive and excellent graphics  i continue to invest in only apple products ,US,0.7351,positive
2816,i don t really like it  i can t download itunes whenever i want to download itunes it s just too difficult and every time this message  itunes quit  unsuspectedly  appears every time i download it  i can t download it and i really need it to fix my iphone ,US,0.1513,positive
2817,fast delivery   great product   really   this computer is amazing   so much better than my    b ,US,0.9017,positive
2818,i m an apple girl  using apple products most of my adult life   this is the best computer that i have purchased   the updates that they have made have made these computers even faster  quieter  and more   due to the updates on the macbook air  you can do as much with photoshop  indesign  imovie  premierpro  and music programs that you can with the macbook pros  only more compact   i would definitely encourage you to grab this one if you have the opportunity to ,US,0.9226,positive
2819,i absolutely love this laptop  it gets the job done for what i need it for for work  i ran into one issue where i shut it down to charge for some time and then when i tried to restart it it was just a black screen with the arrow on the screen and i had to do a hard restart on it  it has only done that once since i got this but so far i do love it  i have and apple iphone  ipad  and an apple watch and it was very easy to get all systems on the same page ,US,0.9334,positive
2820,this is my very first macbook  i ve been wanting to have one but couldn t afford it  i was using my sony laptop since      and it finally broke  i thought  if i was gonna buy a new laptop it should be macbook so i did save some money for it  but my savings could only afford macbook air       i love it  it s looks cool and i enjoy using it and will probably use until it lasts lol ,US,0.9626,positive
2821,my first mac after years of linux  i couldn t be more impressed  i m amazed at what this machine can do with only  gb ram  i always have a dozen  browser tabs  multiple vscode windows  xcode  and countless other programs open  and this thing never gets bogged down  i m a total convert ,US,0.7828,positive
2822,i ordered a mouse with the laptop but haven t even taken it out of the box because the trackpad is so good  the keyboard is sweet and i love the touchid feature  i m coming from a windows background and this was so easy to set up  i m so happy with it  the battery lasts a long time  everything about this laptop is a breeze  glad i took the plunge ,US,0.9879,positive
2823,i bought this for mygrand daughter who loves it ll,US,0.5719,positive
2824,the solid state drive makes this laptop a speed demon   ultra rite screen  the laptop hardly weighs anything at all  charges really fast  holds charge a long time  great keyboard and easy bluetooth connection to my trackball  really nothing to complain about ,US,0.8348,positive
2825,computer was not able to charge are a monthe or so  took to apple reps stated could not help me that day because amazon is a  rd vendor ,US,-0.1426,negative
2826,the m  macbook air is the perfect machine blending the best aspects of cell phone computing with the functionality of a laptop  this means unparalleled performance  amazing battery life  and beautiful screen quality  along with these improvements the keyboard is also refined and no longer used the dreaded scissor mechanism  the only improvement i could ask for is the webcam ,US,0.9432,positive
2827,i am not computer savvy  but find this mac to be easy to use   i was limping along on a    year old macbook pro and could not even update to the new os  big sur   so it was time   i didn t need the big footprint of a macbook pro so this is a good fit   i m still finding my way around but so far  so good ,US,0.9485,positive
2828,i ordered the gold mac  and dressed it up nicely  this is by far the fastest computer i ever owned  there s absolutely no delay in any program you run ,US,-0.2895,negative
2829,i was worried about ordering a laptop on amazon but i am very pleased  packaged really well and can t believe how pretty it is ,US,0.9087,positive
2830,it was a very nice laptop  loved the color  the specs was great  i am not very comfortable or familiar with apple products  returned for a refund and bought a windows laptop  really wanted to keep it but had a hard time figuring out how to use it ,US,0.5602,positive
2831,the video quality is extremely poor  i have a macbook air from a previous employer without this issue  but the camera is extremely grainy and unfocused  returning since most of my work is giving video presentations update  the camera somehow got better after a few days of use  i have no idea what happened  but a month of having this  it s getting glitchy  the processing speed is not the same and has a lot of lags ,US,-0.6419,negative
2832,i like the addition of the biometric authentication   the set up was easy   the transfer from old mac to new mac was a few hours but we are talking about a huge amount of data   everything transferred with no problems ,US,-0.1779,negative
2833,absolutely wonderful and showed up charged and  ready to go  make sure you migrate everything from your older mac or have a solid time machine backup to transfer  only downfall is it has no usb ports  buy your year s version of a macbook air to usb port and or hdmi adapter at a minimum ,US,0.7501,positive
2834,i absolutely love this macbook   it has a finger print scan to unlock it and to fill in passwords which is so handy  the battery life lasts for a long time  the screen quality is flawless  it s super fast and comes with so many useful apps on it ,US,0.942,positive
2835,needless to say  i love my macbook air  this is the first time i purchased a laptop that s apple  i have owned one in the past  but it felt good actually purchasing my own this time  now i not only have an ipad  apple watch  apple phone but i now have an apple macbook air ,US,0.7543,positive
2836,apple doesn t offer touch screen laptops   description is missleading as it does describe touch screen capabilities  in actuality it applies to touch screen id  the little square black button at the top right of the keyboard   first time apple laptop user ,US,0.2023,positive
2837,excelente producto  bater a alcanza para una jornada de trabajo de oficina promedio   calidad del material excelente   en general es un gran producto y sobre todo que su vida  til es m nimo de unos   a os ,US,0.0,negative
2838,i m a pc person not so pc  bought this for daughter and this new m  chip crushes pc in several important areas  battery life  encoding and transcoding  apple is crushing it in after effects and the adobe suite without an impossible to find expensive unicorn video card ,US,-0.5574,negative
2839,my wife likes it  extremely overpriced for today s specs and she couldn t even play a sims game from      on it      but hey  she can edit pics        for        paid for love  crapple product ,US,0.8555,positive
2840,waiting for credit from amazon on return via ups  we were unable to have this laptop work with zoom no audio or video and it was unstable with the google chrome browser  my son is a software engineer for a san francisco social media company and he thinks that this new processing chip being used by apple is problematic ,US,-0.5106,negative
2841,i absolutely love love my new lap top  i had a macbook air in college and now i have one for working at home and for traveling if the desire arises  the price is great and the quality is excellent  i noticed other reviews commenting on the quality of the video  however i do not see it being grainy at all ,US,0.9694,positive
2842,i love this computer  it is very light and easy to travel with  it is not air cooled so not hot bottom or the noise of a fan cooling system  was super easy to set up ,US,0.9496,positive
2843,i tried to edit a    minute  k  fps video in final cut pro  yeah  that didn t happen  somehow afterward my hard drive was basically full  and no matter how many files i deleted i could only get to    gig free max returning this and buying a m  macbook pro with    gig of ram  which amazon does not sell if you just want to watch youtube and browse the internet this is a fine computer  however  anything beyond that and you will be disappointed ,US,0.1531,positive
2844,recibi el articulo con la misma calidad que el de una tienda  sin problemas hasta el momento  inicialmente pens  que el equipo tendr a   gpu sin embargo he recibido la versi n de   gpu aunque para m  esta bien hubiese querido    creo que parte de la descripci n del producto eran   gpu en cuanto a la temperatura un poco preocupado porque en ciertos momentos del d a presenta un indice alto para mi  sin embargo consultando con apple v a soporte me han comentado que se encuentra dentro de los rangos ,US,-0.8957,negative
2845,it was time to update a pc laptop and and took the plunge and switch to an apple product  it s a great system and works well with my other apple products ie iphone airpods  i especially like the fingerprint function  nothing to complain about for this user ,US,0.878,positive
2846,i am extremely happy with this purchase  the screen quality is amazing and it seems like i never need to recharge it  i got a great deal on it and the genius at the apple store told me it was a great model so that did it for me ,US,0.9612,positive
2847,the shipping and delivery were speedy and great  packaging also was great this macbook m  is all i could ask for in a very portable laptop  very light and easy to carry with you when you are on the go  totally silent because there isn t a fan to make any noise ,US,0.9282,positive
2848,i never owned a mac before and i am very pleased with this purchase  i was nervous about ordering it off amazon at first but it was slightly cheaper and came in exactly two days  no issues with damages or overall quality  screen quality graphics are great  i am able to play most of the computer games i wanted to on here with no overheating issues  battery lasts a while depending on what i am doing and charges very quickly ,US,-0.1163,negative
2849,i bought this to replace a      macbook pro  and it s worked out great  better screen and better battery life  much faster processor  also much thinner and lighter yet i can use my existing laptop sleeve  happy with this ,US,0.9274,positive
2850,my husband bought me one for christmas      and my son loved it so we bought him one for christmas       great laptop  great price for macbook  only thing is i wish it was a touch screen  love it   ,US,0.9638,positive
2851,love macbook air with m   opened it and it was ready to go    i love apple products ,US,0.8979,positive
2852,this thin laptop is attractive and works efficiently   great graphics ,US,0.8658,positive
2853,i love this laptop ,US,0.6369,positive
2854,i wanted to download shows from netflix  etc  and use this on a plane without wifi  but apple makes it impossible and really pushes you toward apple tv  don t buy this if you plan to use it for a similar purpose ,US,0.0,negative
2855,the media could not be loaded                          the macbook keeps looping and i am unable to set up the macbook  i just got it today,US,0.0,negative
2856,this has everything i could possibly want in a laptop and more  i love being able to use my fingerprint to access my laptop  it is thin and light for easy portability as well  definitely recommend ,US,0.9324,positive
2857,i have to reset this thing at least   times per week in the middle of meetings and such for no reason  i ve done all the updates and it s brand new  it just doesn t work  i m guessing this has to do with the fact that it has an apple chip instead of an intel one  and like most things apple actually makes its glitchy and unreliable  makes sense that it was on sale  if you have to buy an apple try to get the ones that have the fewest apple parts as possible ,US,0.0772,positive
2858,this is replacing a    inch air that i spilled a beer on   i pretty much love everything about it except the bigger size and heavier weight   battery life is amazing   speed  still hard to get used to i loved the smaller size though ,US,0.9403,positive
2859,coming from a long history of windows computers  this is by far the best laptop i have ever owned for home use  the price could not be beaten at      at the time  and i couldn t be happier ,US,0.873,positive
2860,this laptop is awesome  lightweight  beautiful screen  and fast as lightning  i was worried about apple s new m  processor but my fears have been put to rest  it s fast and can handle big jobs without getting hot ,US,-0.0772,negative
2861,amazon had the best price at the time  great machine  the keyboard is sublime  there are plenty of online reviews on websites and youtube  this machine truly hits the sweet spot ,US,0.9423,positive
2862,i love this mac  it stays charged for what seems like forever  i ve had no issues with it and while i m lesson planning i have lots of windows open  it is very easy to use  i never worry about covering the fan while i m trying to comfortably work  it s affordable and quality ,US,0.9246,positive
2863,this computer is a good buy and works very well  my only complaint is that i have been a pc user all of my life  more than    years  and i am having some challenges with the os  not their fault  delivery  packaging  speed  and everything seems really good  i am satisfied ,US,0.8913,positive
2864,as usual i am really impressed with the  product and also the efficiency on handling my purchase     the united states  post office really should look at amazon and apple on how to run a business      just saying    ,US,0.8553,positive
2865,received at the right time to assist with job,US,0.0,negative
2866,this computer lived up to and surpassed my highest expectations  i could not recommend it more  the battery life is surreal  the screen is gorgeous  it is snappy  fast  and outperforms my much more expensive previous gen macs  such an incredible feat of engineering ,US,0.4386,positive
2867,i love  love  love this computer  i just love the fact of having everything in the cloud  when i try to look at some file that i was working on my macbook from my phone  it will come up quickly and fast  everything is synced  love the keyboard  the features  the color and texture of it  will definitely stay with apple ,US,0.9769,positive
2868,great quality and value   my fianc  talked me into buying mac and i couldn t be happier ,US,0.872,positive
2869,did not like the color  the gold is not gold  rather rose gold  so this is a misrepresentation on the color  if you think it will be true gold color  you will be disappointed  it looks and is rose gold has a pink color to the gold ,US,-0.6882,negative
2870,i really enjoy my macbook  has became essential since i ve gotten used to it ,US,0.5413,positive
2871,like every apple product  this is top notch  the original m  chip is clearly outstanding  the speeds are phenomenal  and the batter life is tremendous  certainly no complaints here ,US,0.8689,positive
2872,so i have never bought any apple laptops off amazon but it did arrive wrapped and packaged as if it came from apple itself  battery life is great  keyboard is great and it s light  i don t use laptop cameras so i can t say either way on how good it is or isn t ,US,0.9552,positive
2873,extremely light weight  long battery life  perfect for travelling ,US,0.5719,positive
2874,i can finally go to starbucks like an actual human being ,US,0.3612,positive
2875,lleg  en algo menos de dos d as  est  macbook air m  es lo mejor de lo mejor  la capacidad de memoria es asombrosa  la rapidez parece indicar que apple se ha adelantado muchos a os ,US,0.34,positive
2876,upgraded from my      macbookair b c it was slowing down  this      macbookair started out great  but within   weeks it s slowing down too  display is more or less fine  front camera quality seems to have deteriorated somewhat  but trying to open applications  download upload files  etc       is getting slow now and it s annoying ,US,0.0403,negative
2877,replaced a previous macbook air with the new version  same sleek design  upgraded performance  the computer is quick and easy to use  plus it is lighter than the      version i replaced ,US,0.4404,positive
2878,love the lightweight and easy to set up configure capabilities   this is my first mac although i have ipads and an apple watch   though it might be scary to move from windows  but not at all   like all apple products   everything was seamless   great price as well  ,US,0.8436,positive
2879,battery life is great  once you are not doing to much things  i had a glitch with the mouse the first day i bought it  but i have not seen it again from that day  it is portable  nice slim laptop  not heavy  work well so far  camera quality is not so good  i think apple could have updated their camera quality  but it is fine anyways  usable  the speakers are loud and nice  nice sound quality ,US,0.862,positive
2880,as much as i enjoy my new macbook  it is way too soon to be experiencing loading delays  i barely have anything loaded on the computer and i have experienced several delays ,US,0.4939,positive
2881,i have been a mac user for a long time and this one is certainly up to standards  got some great help from mac setting it up and ended the frustrations of my old one ,US,0.7351,positive
2882,other being delivered late  it was perfect gpu and cpu are crazy fast so is the ssd and ram  it may be the best computer i have ever have had ,US,0.7579,positive
2883,love my new macbook air    using it all the time   took awhile to get used to the mac after having  a pc     but i m getting there  ,US,0.3818,positive
2884,no complaints so far   in fact  i am actually very impressed  the battery life is incredible  although i have only had it for two days   and the screen  keyboard  and body are great  i had a macbook pro        eons ago and this is obviously far and above that i was a bit nervous buying from amazon but i was impatient and couldn t wait the    weeks it was going to take from apple or best buy  it arrived quickly and in perfect condition ,US,0.9031,positive
2885,i ve needed a new laptop for years and finally decided to buy one  but had not planned on purchasing a macbook   after reviewing many options i clearly made the right choice   i love it   dw,US,0.8847,positive
2886,takes a bit getting use to but it s ok i guess,US,0.4215,positive
2887,this computer was described as used but like new  i would have guessed it was new because it looks brand new  it s the latest macbook air and i got it cheaper than through the apple store  i was anxious to get it but shipping said it could take     days from when i ordered it  i was pleasantly surprised to get it on the third day  this is replacing my      macbook pro retina  i love it ,US,0.9331,positive
2888,there s nothing i don t like and i m sure i have not explored everything in my new air  pro  the screen quality is great  i do not have touch screen and i do not play games on the computer only on my iphone to make along story short  it s great ,US,0.8102,positive
2889,excellent screen quality  user friendly ,US,0.7845,positive
